"yC3ZMb href","Vpc5Fe","GSM50","KgoSse href","y3Ibjb","OA1nbd","gERoBf href","gd5Tqf","uo5PT","XVR0jd","PhaUTe","GSM50 2","KmCjbd","QVQhvb","enjdgf","qGGAec","KmCjbd 2","qGGAec 2","UEEEAc","RJCWf","qGGAec 3","OA1nbd 2","qGGAec 4","UEEEAc 2","RJCWf 2"
"https://www.google.com/maps/contrib/116309050700363376457/reviews?hl=en-GB","sharifah hanani","5 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURjaUxtdEtnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURjaUxtdEtnEi4KF0NJSE0wb2dLRUlDQWdJRGNpTG10cWdFEhNDZ3dJdG9PSjlnVVFrTGJ2cmdFGi0KFkNJSE0wb2dLRUlDQWdJRGNpTG10YWcSE0Nnd0l0b09KOWdVUWtMYnZyZ0UiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXRvT0o5Z1VRa0xidnJnRQ&wv=1&d=286732336&gsas=1","5 years ago","Their absolutely wonderful and great! Warm staff and very nice doctor.They were very kind and wonderful to work as they treated me and my dental problems even supportive when i got scared and tensed up. …","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","·","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/114663010500204414204/reviews?hl=en-GB","nania yazri","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURnNWRlTzVRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURnNWRlTzVRRRItChZDSUhNMG9nS0VJQ0FnTURnNWRlT0ZREhNDZ3dJNy1qNnZRWVEwTXJLdVFNGi4KF0NJSE0wb2dLRUlDQWdNRGc1ZGVPbFFFEhNDZ3dJNy1qNnZRWVEwTXJLdVFNIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k3LWo2dlFZUTBNckt1UU0&wv=1&d=286732336&gsas=1","7 months ago","the cheapest dental clinic ive ever been to, and staff semua friendly 🥰 tq","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you !!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/114512009276780435118/reviews?hl=en-GB","Nur Farah","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRbHNXeGxBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRbHNXeGxBRRItChZDSUhNMG9nS0VJQ0FnTUNRbHNXeFZBEhNDZ3dJcTlXWnZnWVFxTF9FN3dJGi4KF0NJSE0wb2dLRUlDQWdNQ1Fsc1d4MUFFEhNDZ3dJcTlXWnZnWVFxTF9FN3dJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lxOVdadmdZUXFMX0U3d0k&wv=1&d=286732336&gsas=1","7 months ago","staff and doc friendly , persekitaran klinik best","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank You Farah for your feedback🙏","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/113641055634860122061/reviews?hl=en-GB","STAN","3 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNubnRtX3d3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNubnRtX3d3RRItChZDSUhNMG9nS0VJQ0FnSUNubnRtX0l3EhNDZ3dJbk5qVXR3WVE2T0dMbGdJGi4KF0NJSE0wb2dLRUlDQWdJQ25udG1fb3dFEhNDZ3dJbk5qVXR3WVE2T0dMbGdJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0luTmpVdHdZUTZPR0xsZ0k&wv=1&d=286732336&gsas=1","a year ago","Best doctors, best staffs 0 pain! What an experience! Highly recommended for those whos afraid of going to dentist!!","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you for your review! See you again.","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/102599281204239697180/reviews?hl=en-GB","Adam Haiqal Rusli","6 reviews3 photos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURtamRLVWZnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURtamRLVWZnEi0KF0NJSE0wb2dLRUlDQWdJRG1qZEtVX2dFEhJDZ3NJbXZQNGp3WVEwSkNZWncaLAoWQ0lITTBvZ0tFSUNBZ0lEbWpkS1VBURISQ2dzSTZfTDRqd1lRNFBHVldBIhIJAAAAAAAAAAAR13gPzmG-tlwqEkNnc0k4X1A0andZUTRMM25lZw&wv=1&d=286732336&gsas=1","3 years ago","I got my wisdom tooth removed here 👍 Dr Nikunj and his staff were super friendly. I had a great experience! I came with a ""dentist makan orang"" mindset hahaha 😂 well not anymore. Thanks Dr. Nikunj and staff!","[object Object]","_","3","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","·","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/111568654580956264554/reviews?hl=en-GB","Tello 911","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURnMVpUWXBBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURnMVpUWXBBRRItChZDSUhNMG9nS0VJQ0FnTURnMVpUWVpBEhNDZ3dJam96N3ZRWVEwTDdYdGdNGi4KF0NJSE0wb2dLRUlDQWdNRGcxWlRZNUFFEhNDZ3dJam96N3ZRWVEwTDdYdGdNIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lqb3o3dlFZUTBMN1h0Z00&wv=1&d=286732336&gsas=1","7 months ago","Mantap. Good experience. Rindu air Coway though","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/104412129437676180713/reviews?hl=en-GB","Sarah Norazri","3 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURRaklxb0V3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURRaklxb0V3Ei0KF0NJSE0wb2dLRUlDQWdNRFFqSXFva3dFEhJDZ3NJaDgtMXZnWVFrT21SSVEaLAoWQ0lITTBvZ0tFSUNBZ01EUWpJcW9VdxISQ2dzSWg4LTF2Z1lRa09tUklRIhIJAAAAAAAAAAAR13gPzmG-tlwqEkNnc0loOC0xdmdZUWtPbVJJUQ&wv=1&d=286732336&gsas=1","7 months ago","would be my favourite klinik everr 🤍","[object Object]","_","1","❤️","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Sarah for your feedback🙏. We are truly thankful😀","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/116607163662585394747/reviews?hl=en-GB","Loga Raj","Local Guide2 reviews31 photos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURoNFBQbVJBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURoNFBQbVJBEi4KF0NJSE0wb2dLRUlDQWdJRGg0SXVFcFFFEhNDZ3dJdElmeG53WVFpTENvdndJGi0KF0NJSE0wb2dLRUlDQWdJRGg0UFBteEFFEhJDZ3NJeDRieG53WVF5SksxUFEiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXRJZnhud1lRaUxDb3Z3SQ&wv=1&d=286732336&gsas=1","2 years ago","Good service, Dr & staff very friendly, reasonable prices & will be my fav dentist. recomended 👍🏻","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","2 years ago","Thank you for your kind words :)","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/106146478325674784314/reviews?hl=en-GB","alisa safiya07","3 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURndGR5TFNBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURndGR5TFNBEi4KF0NJSE0wb2dLRUlDQWdNRGd0ZHlMeUFFEhNDZ3dJLUxyN3ZRWVE0T1hrdVFJGi0KFkNJSE0wb2dLRUlDQWdNRGd0ZHlMS0ESE0Nnd0ktTHI3dlFZUTRPWGt1UUkiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SS1Mcjd2UVlRNE9Ya3VRSQ&wv=1&d=286732336&gsas=1","7 months ago","tiptop service, the best staff service, the doctor is also kind and friendly ❤️","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Alisa!!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/116743840810948658057/reviews?hl=en-GB","Rossa Wan","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTUNBcThXUVVREAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTUNBcThXUVVREi4KF0NJSE0wb2dLRUlDQWdNQ0FxOFdRMFFFEhNDZ3dJc19DSHZRWVF5T0w1MGdFGi0KFkNJSE0wb2dLRUlDQWdNQ0FxOFdRTVESE0Nnd0lzX0NIdlFZUXlPTDUwZ0UiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXNfQ0h2UVlReU9MNTBnRQ&wv=1&d=286732336&gsas=1","8 months ago","Good services,friendly staff and clean enviroment","[object Object]","_","2","","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you so much!!!","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/115057021784180800522/reviews?hl=en-GB","Xue En","4 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRanZXRnlBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRanZXRnlBRRItChZDSUhNMG9nS0VJQ0FnTUNRanZXRktBEhNDZ3dJdUlPYnZnWVF5TU9MaXdFGi4KF0NJSE0wb2dLRUlDQWdNQ1FqdldGcUFFEhNDZ3dJdUlPYnZnWVF5TU9MaXdFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l1SU9idmdZUXlNT0xpd0U&wv=1&d=286732336&gsas=1","7 months ago","Doctor and assistant so nice and careful！","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you so much Xue En","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/103479682200026875404/reviews?hl=en-GB","Raveodamus G","6 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNtNGQtOTFBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNtNGQtOTFBRRItChZDSUhNMG9nS0VJQ0FnSUNtNGQtOU5BEhNDZ3dJNEkyN2pnWVE0TzNud2dNGi4KF0NJSE0wb2dLRUlDQWdJQ200ZC05dEFFEhNDZ3dJNEkyN2pnWVE0TzNud2dNIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k0STI3amdZUTRPM253Z00&wv=1&d=286732336&gsas=1","3 years ago","I am very satisfied with the Dental Care provided by Dr Karthik, Dr Suria , Nurse Kuda Nurse Liza and Nurse Tasha ,keep up the great jobDarveen Ganesan","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/113269301771175838987/reviews?hl=en-GB","Sivagammi Manoharan","3 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNXNHVmSHJnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNXNHVmSHJnRRIsChZDSUhNMG9nS0VJQ0FnSUNXNHVmSGJnEhJDZ3NJMkw3U2tBWVFzSVRKSFEaLQoXQ0lITTBvZ0tFSUNBZ0lDVzR1Zkg3Z0USEkNnc0kyTDdTa0FZUXNJVEpIUSISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJMkw3U2tBWVFzSVRKSFE&wv=1&d=286732336&gsas=1","3 years ago","The doctors are very friendly and their staffs as well. Did my braces with Dr Vina & Dr Nick.Their service is excellent.","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Thank you sir :)","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/102962764844764226110/reviews?hl=en-GB","Aleya Noor Azmi","4 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURnMWEtcmhRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURnMWEtcmhRRRItChZDSUhNMG9nS0VJQ0FnTURnMWEtclJREhNDZ3dJMzYzN3ZRWVEwTUNTdEFJGi4KF0NJSE0wb2dLRUlDQWdNRGcxYS1yeFFFEhNDZ3dJMzYzN3ZRWVEwTUNTdEFJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0kzNjM3dlFZUTBNQ1N0QUk&wv=1&d=286732336&gsas=1","7 months ago","Best, customer service on top !! Worth every penny !!","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you!!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/100133753028923668879/reviews?hl=en-GB","amzar Amzar","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTUNBa29xVmZREAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTUNBa29xVmZREi4KF0NJSE0wb2dLRUlDQWdNQ0Frb3FWX1FFEhNDZ3dJeXVfdHZBWVFxT180aFFJGi0KFkNJSE0wb2dLRUlDQWdNQ0Frb3FWQXcSE0Nnd0k4LTd0dkFZUXFMV2g0d0UiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXl1X3R2QVlRcU9fNGhRSQ&wv=1&d=286732336&gsas=1","8 months ago","service tiptop price is affordable and nice","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you Amzar! Hope to see you soon","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/110570106153135575528/reviews?hl=en-GB","wan intan wan nilam","1 review","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNBczV1bmxBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNBczV1bmxBRRItChZDSUhNMG9nS0VJQ0FnTUNBczV1blZBEhNDZ3dJaWF1R3ZRWVFnTi1UOUFJGi4KF0NJSE0wb2dLRUlDQWdNQ0FzNXVuMUFFEhNDZ3dJaWF1R3ZRWVFnTi1UOUFJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0lpYXVHdlFZUWdOLVQ5QUk&wv=1&d=286732336&gsas=1","8 months ago","Good service and the staff was friendly and helpful.","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you intan, please come again","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/111477339546478626885/reviews?hl=en-GB","anis syazana","2 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNhcnJlNmx3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNhcnJlNmx3RRItChZDSUhNMG9nS0VJQ0FnSUNhcnJlNlZ3EhNDZ3dJbjdDWmlBWVEwS2Z2LVFJGi4KF0NJSE0wb2dLRUlDQWdJQ2FycmU2MXdFEhNDZ3dJbjdDWmlBWVEwS2Z2LVFJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0luN0NaaUFZUTBLZnYtUUk&wv=1&d=286732336&gsas=1","4 years ago","Doctor and staff are friendly and nice. Price is reasonable. Recommended","[object Object]","_","3","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/117583909302209890727/reviews?hl=en-GB","Alie Imran Zaki","Local Guide42 reviews37 photos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNIcHBQTVJBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNIcHBQTVJBEi0KF0NJSE0wb2dLRUlDQWdJQ0hwcFBNeEFFEhJDZ3NJdnB2aHRnWVEwTGZXVGcaLAoWQ0lITTBvZ0tFSUNBZ0lDSHBwUE1KQRISQ2dzSXZwdmh0Z1lRMExmV1RnIhIJAAAAAAAAAAAR13gPzmG-tlwqEkNnc0l2cHZodGdZUTBMZldUZw&wv=1&d=286732336&gsas=1","a year ago","Misleading business hour.It should be until 8pm. But Google map said until 9pm","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","a year ago","Hi there, sorry for the late reply. Actually operational hours is still untill 9pm, just that we stop taking walk in at 8pm as there is some appointment and clean up to do. Thank you for pointing out the mistake. We have changed the timing notice at the glass door. TQ","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/117836216964072669556/reviews?hl=en-GB","Dee Mun","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUQzNzlhZkl3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUQzNzlhZkl3Ei4KF0NJSE0wb2dLRUlDQWdJRDM3OWFmb3dFEhNDZ3dJak1qMnVRWVFvTnZ4b1FJGi0KFkNJSE0wb2dLRUlDQWdJRDM3OWFmWXcSE0Nnd0lqTWoydVFZUW9OdnhvUUkiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SWpNajJ1UVlRb052eG9RSQ&wv=1&d=286732336&gsas=1","10 months ago","Reasonable price..n friendly service","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you","","","","","","","","","","","",""
"https://www.google.com/maps/contrib/104301768571821059178/reviews?hl=en-GB","fahdd alii","2 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURBMUtlOTJBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURBMUtlOTJBRRItChZDSUhNMG9nS0VJQ0FnTURBMUtlOU9BEhNDZ3dJeGVtV3ZRWVF3TTZndGdFGi4KF0NJSE0wb2dLRUlDQWdNREExS2U5dUFFEhNDZ3dJeGVtV3ZRWVF3TTZndGdFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l4ZW1XdlFZUXdNNmd0Z0U&wv=1&d=286732336&gsas=1","8 months ago","doctor friendly and everything good🫡","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","8 months ago","Thank you Fahdd. We are looking forward to serve you better 😁","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/103876197254267225541/reviews?hl=en-GB","Jazlynn Haireen","3 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNtNE9pY3RBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNtNE9pY3RBRRIsChZDSUhNMG9nS0VJQ0FnSUNtNE9pY2RBEhJDZ3NJOW9mbmpRWVFpSld2SEEaLQoXQ0lITTBvZ0tFSUNBZ0lDbTRPaWM5QUUSEkNnc0k5b2ZualFZUWlKV3ZIQSISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJOW9mbmpRWVFpSld2SEE&wv=1&d=286732336&gsas=1","3 years ago","veey good seevice for both myself n my daughter who is autistic. highly recommended.","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","·","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/118189686409382773172/reviews?hl=en-GB","nadhirah ziman","4 reviews2 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUN1dlpmRDFRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUN1dlpmRDFRRRItChZDSUhNMG9nS0VJQ0FnSUN1dlpmRE5REhNDZ3dJeF9tdWx3WVEtTW1neHdFGi4KF0NJSE0wb2dLRUlDQWdJQ3V2WmZEdFFFEhNDZ3dJeF9tdWx3WVEtTW1neHdFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l4X211bHdZUS1NbWd4d0U&wv=1&d=286732336&gsas=1","3 years ago","Dr & staff very friendly, good service, reasonable prices & will be my fav dentist. recomended 👍🏻","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Thank you :)","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/102177614928380468388/reviews?hl=en-GB","fara ghazmi","9 reviews2 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUQyeHJ5dW5nRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUQyeHJ5dW5nRRIsChZDSUhNMG9nS0VJQ0FnSUQyeHJ5dVhnEhJDZ3NJaExMNGt3WVE4TVctU2caLQoXQ0lITTBvZ0tFSUNBZ0lEMnhyeXUzZ0USEkNnc0loTEw0a3dZUThNVy1TZyISCQAAAAAAAAAAEdd4D85hvrZcKhJDZ3NJaExMNGt3WVE4TVctU2c&wv=1&d=286732336&gsas=1","3 years ago","Very good doctor friendly staff and always will come here if i had teeth problem. Me and my family🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Thank you for your kind words :)","","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/117374470929091754141/reviews?hl=en-GB","shasha fathisha","4 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNtZzRMYVp3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNtZzRMYVp3EiwKFkNJSE0wb2dLRUlDQWdJQ21nNEx6VlESEkNnc0l5WXZnamdZUTBLTDRSURotChdDSUhNMG9nS0VJQ0FnSUNtZzRMYTV3RRISQ2dzSTg0cmdqZ1lRNk1HckJ3IhIJAAAAAAAAAAAR13gPzmG-tlwqEkNnc0l5WXZnamdZUTBLTDRSUQ&wv=1&d=286732336&gsas=1","3 years ago","Good service ! Staff & doctor very friendly 👍🏼👍🏼👍🏼","[object Object]","_","2","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/113215673500098590747/reviews?hl=en-GB","Romi Gill","Local Guide126 reviews290 photos","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURZelkyQlNnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURZelkyQlNnEi0KFkNJSE0wb2dLRUlDQWdJRFl6WTNiVXcSE0Nnd0lwNDMtNWdVUTBJcUVtQUUaLgoXQ0lITTBvZ0tFSUNBZ0lEWXpZMkJ5Z0USE0Nnd0lwbzMtNWdVUTZKVHltQUkiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SXA0My01Z1VRMElxRW1BRQ&wv=1&d=286732336&gsas=1","6 years ago","Amazing doctor, good service and doctor Nick is the best doctor I met. I didn’t need to wait too long.","[object Object]","_","1","🙏","Klinik Pergigian Alam Megah (owner)","3 years ago","Terima kasih :)","","·","See translation (English)","Thank You :)","See original (Indonesian)","Translated by Google","·","","","","",""
"https://www.google.com/maps/contrib/101571889598563690508/reviews?hl=en-GB","Nur Atikah","2 reviews1 photo","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRMGVMSnJ3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTUNRMGVMSnJ3RRItChZDSUhNMG9nS0VJQ0FnTUNRMGVMSmJ3EhNDZ3dJMTVxZnZnWVF1TmJEc3dFGi4KF0NJSE0wb2dLRUlDQWdNQ1EwZUxKN3dFEhNDZ3dJMTVxZnZnWVF1TmJEc3dFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0kxNXFmdmdZUXVOYkRzd0U&wv=1&d=286732336&gsas=1","7 months ago","very good service and nice","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Nur Atikah, we appreciate your feedback🙏😀!","Hover to react","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/115755197665596567860/reviews?hl=en-GB","Nelly Sofea","11 reviews","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURRZ2R5ekNnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURRZ2R5ekNnEi0KF0NJSE0wb2dLRUlDQWdNRFFnZHl6aWdFEhJDZ3NJXzgzQXZnWVF5THI4RXcaLAoWQ0lITTBvZ0tFSUNBZ01EUWdkeXpTZxISQ2dzSV84M0F2Z1lReUxyOEV3IhIJAAAAAAAAAAAR13gPzmG-tlwqEkNnc0lfODNBdmdZUXlMcjhFdw&wv=1&d=286732336&gsas=1","7 months ago","Great service and doctor","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Nelly for your feedback🙏😃!!!","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/115069839898227826313/reviews?hl=en-GB","Hema Visnu","3 reviews","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURRLWQ2dm9nRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURRLWQ2dm9nRRItChZDSUhNMG9nS0VJQ0FnTURRLWQ2dllnEhNDZ3dJeXA3RnZnWVEtSVhWcndFGi4KF0NJSE0wb2dLRUlDQWdNRFEtZDZ2NGdFEhNDZ3dJeXA3RnZnWVEtSVhWcndFIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0l5cDdGdmdZUS1JWFZyd0U&wv=1&d=286732336&gsas=1","7 months ago","Good explanation and service provided","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Hema for your feedback🙏😃","Hover to react","","","","","","","","","","",""
"https://www.google.com/maps/contrib/114894572394564573711/reviews?hl=en-GB","Mohd Suhairi","1 review6 photos","https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURveHRUUTJnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURveHRUUTJnRRItChZDSUhNMG9nS0VJQ0FnTURveHRUUU9nEhNDZ3dJOHVXbndBWVEwSWJic0FJGi4KF0NJSE0wb2dLRUlDQWdNRG94dFRRdWdFEhNDZ3dJOHVXbndBWVEwSWJic0FJIhIJAAAAAAAAAAAR13gPzmG-tlwqE0Nnd0k4dVdud0FZUTBJYmJzQUk&wv=1&d=286732336&gsas=1","5 months ago","Good explanation and recommendation","[object Object]","_","","","","","","Hover to react","·","","","","","","","","","",""
"https://www.google.com/maps/contrib/111785180138342614524/reviews?hl=en-GB","periasamy latchmanan","1 review","https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURRN3V1d0lREAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnTURRN3V1d0lREi4KF0NJSE0wb2dLRUlDQWdNRFE3dXV3b1FFEhNDZ3dJOHJtX3ZnWVFrTVA5bWdFGi0KFkNJSE0wb2dLRUlDQWdNRFE3dXV3WVESE0Nnd0k4cm1fdmdZUWtNUDltZ0UiEgkAAAAAAAAAABHXeA_OYb62XCoTQ2d3SThybV92Z1lRa01QOW1nRQ&wv=1&d=286732336&gsas=1","7 months ago","Good relationship with customer 😀🙏","[object Object]","_","","","Klinik Pergigian Alam Megah (owner)","7 months ago","Thank you Periasamy for your feedback🙏😀. We truly apprciate it😁","Hover to react","","","","","","","","","","",""
